"Date","Search Engine","Keyword","Keyword Group","Website","URL","Position","Best","Competition","Average monthly searches","CPC","Page","Type","Snippet","Local Searches","Estimated Daily Traffic"
"2019-10-04","Google.dk-DA Universal","topkapning horsens","-","buus-ag.dk/","","-","-","-","10","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","plantekasse træ","-","xn--anlgsgartner-overblik-h3b.dk/","","-","-","High","140","0,42 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","topkapning horsens","-","xn--anlgsgartner-esbjerg-k0b.dk/","","-","-","-","10","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","plantekasse træ","-","kjeldlarsen.dk/","","-","-","High","140","0,42 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","plantekasse træ","-","danskhaveservice.dk/","","-","-","High","140","0,42 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","topkapning horsens","-","vestermarkribe.dk/","","-","-","-","10","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","plantekasse træ","-","billig-gartner.dk/","","-","-","High","140","0,42 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","topkapning horsens","-","kjeldlarsen.dk/","","-","-","-","10","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","plantekasse træ","-","xn--anlgsgartner-esbjerg-k0b.dk/","","-","-","High","140","0,42 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","topkapning horsens","-","xn--anlgsgartner-overblik-h3b.dk/","","-","-","-","10","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","plantekasse træ","-","buus-ag.dk/","","-","-","High","140","0,42 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","plantekasse træ","-","vestermarkribe.dk/","","-","-","High","140","0,42 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","brolægger pris pr m2","-","kjeldlarsen.dk/","","-","-","High","50","3,16 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","brolægger pris pr m2","-","danskhaveservice.dk/","","-","-","High","50","3,16 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","lægge havefliser","-","danskhaveservice.dk/","https://danskhaveservice.dk/perfekte-havefliser-saadan-opnaar-du-den-optimale-belaegning-din/","41","41","High","30","0,00 €","4","Organic","-","-","-"
"2019-10-04","Google.dk-DA Universal","brolægger pris pr m2","-","xn--anlgsgartner-overblik-h3b.dk/","","-","-","High","50","3,16 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","pris fliselægning","-","xn--anlgsgartner-overblik-h3b.dk/","","-","-","High","30","1,44 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","rullegræs pris","-","vestermarkribe.dk/","","-","-","High","1300","0,64 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","rullegræs pris","-","buus-ag.dk/","","-","-","High","1300","0,64 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","pris fliselægning","-","vestermarkribe.dk/","","-","-","High","30","1,44 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","græsplæne anlægning","-","vestermarkribe.dk/","http://vestermarkribe.dk/gronne-haver/ny-graesplaene/","46","46","High","20","0,00 €","4","Organic","-","-","-"
"2019-10-04","Google.dk-DA Universal","rullegræs pris","-","xn--anlgsgartner-esbjerg-k0b.dk/","","-","-","High","1300","0,64 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","pris fliselægning","-","buus-ag.dk/","","-","-","High","30","1,44 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","rullegræs pris","-","billig-gartner.dk/","","-","-","High","1300","0,64 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","haveanlæg inspiration","-","kjeldlarsen.dk/","","-","-","Low","40","1,15 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","rullegræs pris","-","danskhaveservice.dk/","","-","-","High","1300","0,64 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","haveanlæg inspiration","-","xn--anlgsgartner-overblik-h3b.dk/","","-","-","Low","40","1,15 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","rullegræs pris","-","kjeldlarsen.dk/","","-","-","High","1300","0,64 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","pris fliselægning","-","danskhaveservice.dk/","","-","-","High","30","1,44 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","haveanlæg inspiration","-","billig-gartner.dk/","","-","-","Low","40","1,15 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","rullegræs pris","-","xn--anlgsgartner-overblik-h3b.dk/","","-","-","High","1300","0,64 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","pris fliselægning","-","kjeldlarsen.dk/","","-","-","High","30","1,44 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","pris fliselægning","-","xn--anlgsgartner-esbjerg-k0b.dk/","","-","-","High","30","1,44 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","haveanlæg inspiration","-","buus-ag.dk/","","-","-","Low","40","1,15 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","pris fliselægning","-","billig-gartner.dk/","","-","-","High","30","1,44 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","haveanlæg inspiration","-","xn--anlgsgartner-esbjerg-k0b.dk/","","-","-","Low","40","1,15 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","hækklipning vejen","-","buus-ag.dk/","","-","-","-","10","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","hækklipning vejen","-","vestermarkribe.dk/","","-","-","-","10","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","hækklipning vejen","-","xn--anlgsgartner-overblik-h3b.dk/","","-","-","-","10","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","hækklipning vejen","-","kjeldlarsen.dk/","","-","-","-","10","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","hækklipning vejen","-","xn--anlgsgartner-esbjerg-k0b.dk/","","-","-","-","10","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","græspleje","-","vestermarkribe.dk/","http://vestermarkribe.dk/maintenance-item/graespleje-og-graessaaning/","47","47","Medium","20","0,00 €","5","Organic","-","-","-"
"2019-10-04","Google.dk-DA Universal","gartner esbjerg","-","xn--anlgsgartner-esbjerg-k0b.dk/","https://xn--anlgsgartner-esbjerg-k0b.dk/","4","4","Medium","40","0,00 €","1","Organic","-","-","0.068488225"
"2019-10-04","Google.dk-DA Universal","snerydning fredericia","-","xn--anlgsgartner-overblik-h3b.dk/","","-","-","High","10","5,97 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","snerydning fredericia","-","kjeldlarsen.dk/","","-","-","High","10","5,97 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","snerydning fredericia","-","danskhaveservice.dk/","","-","-","High","10","5,97 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","snerydning fredericia","-","billig-gartner.dk/","","-","-","High","10","5,97 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","snerydning fredericia","-","xn--anlgsgartner-esbjerg-k0b.dk/","","-","-","High","10","5,97 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","snerydning fredericia","-","buus-ag.dk/","","-","-","High","10","5,97 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","snerydning fredericia","-","vestermarkribe.dk/","","-","-","High","10","5,97 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","anlægsgartner ribe","-","vestermarkribe.dk/","http://vestermarkribe.dk/","4","1","Medium","30","0,95 €","1","Organic","-","-","0.31511265"
"2019-10-04","Google.dk-DA Universal","brolægger pris pr m2","-","buus-ag.dk/","","-","-","High","50","3,16 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","brolægger pris pr m2","-","vestermarkribe.dk/","","-","-","High","50","3,16 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","brolægger pris pr m2","-","billig-gartner.dk/","","-","-","High","50","3,16 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","brolægger pris pr m2","-","xn--anlgsgartner-esbjerg-k0b.dk/","","-","-","High","50","3,16 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","anlægsgartner christiansfeld","-","billig-gartner.dk/","https://www.billig-gartner.dk/anlægsgartner-syddanmark.php","33","33","Low","10","0,00 €","3","Organic","-","-","-"
"2019-10-04","Google.dk-DA Universal","snerydning priser esbjerg","-","buus-ag.dk/","","-","-","High","10","7,09 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","snerydning priser esbjerg","-","vestermarkribe.dk/","","-","-","High","10","7,09 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","snerydning priser esbjerg","-","kjeldlarsen.dk/","","-","-","High","10","7,09 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","snerydning priser esbjerg","-","danskhaveservice.dk/","","-","-","High","10","7,09 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","snerydning priser esbjerg","-","billig-gartner.dk/","","-","-","High","10","7,09 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","snerydning priser esbjerg","-","xn--anlgsgartner-esbjerg-k0b.dk/","","-","-","High","10","7,09 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","haveanlæg skråning","-","xn--anlgsgartner-overblik-h3b.dk/","","-","-","Low","30","0,23 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","haveanlæg skråning","-","kjeldlarsen.dk/","","-","-","Low","30","0,23 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","haveanlæg skråning","-","billig-gartner.dk/","","-","-","Low","30","0,23 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","haveanlæg skråning","-","xn--anlgsgartner-esbjerg-k0b.dk/","","-","-","Low","30","0,23 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","haveanlæg skråning","-","buus-ag.dk/","","-","-","Low","30","0,23 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","træfældning fredericia","-","billig-gartner.dk/","https://www.billig-gartner.dk/træfældning-fredericia.php","10","10","Medium","40","2,58 €","1","Organic","-","-","0.014234888"
"2019-10-04","Google.dk-DA Universal","anlæggelse af græsplæne","-","buus-ag.dk/","","-","-","Medium","30","2,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","anlæggelse af græsplæne","-","vestermarkribe.dk/","","-","-","Medium","30","2,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","anlæggelse af græsplæne","-","billig-gartner.dk/","","-","-","Medium","30","2,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","anlæggelse af græsplæne","-","xn--anlgsgartner-esbjerg-k0b.dk/","","-","-","Medium","30","2,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","anlæggelse af græsplæne","-","kjeldlarsen.dk/","","-","-","Medium","30","2,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","anlæggelse af græsplæne","-","xn--anlgsgartner-overblik-h3b.dk/","","-","-","Medium","30","2,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","støjafskærmning","-","xn--anlgsgartner-overblik-h3b.dk/","","-","-","Medium","40","1,47 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","støjafskærmning","-","danskhaveservice.dk/","","-","-","Medium","40","1,47 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","støjafskærmning","-","kjeldlarsen.dk/","","-","-","Medium","40","1,47 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","anlægsgartner viborg","-","xn--anlgsgartner-overblik-h3b.dk/","https://www.xn--anlgsgartner-overblik-h3b.dk/midtjylland/viborg","9","9","Medium","170","2,28 €","1","Organic","-","-","0.0711705"
"2019-10-04","Google.dk-DA Universal","anlægsgartner nordborg","-","billig-gartner.dk/","https://www.billig-gartner.dk/f/leifs-have-service.php","11","10","Medium","10","0,00 €","1","Organic","-","-","0.003558722"
"2019-10-04","Google.dk-DA Universal","støjafskærmning","-","xn--anlgsgartner-esbjerg-k0b.dk/","","-","-","Medium","40","1,47 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","støjafskærmning","-","billig-gartner.dk/","","-","-","Medium","40","1,47 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","støjafskærmning","-","vestermarkribe.dk/","","-","-","Medium","40","1,47 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","støjafskærmning","-","buus-ag.dk/","","-","-","Medium","40","1,47 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","pris på ny græsplæne","-","kjeldlarsen.dk/","","-","-","High","10","0,20 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","pris på ny græsplæne","-","xn--anlgsgartner-overblik-h3b.dk/","","-","-","High","10","0,20 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","pris på ny græsplæne","-","vestermarkribe.dk/","","-","-","High","10","0,20 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","pris på ny græsplæne","-","billig-gartner.dk/","","-","-","High","10","0,20 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","pris på ny græsplæne","-","buus-ag.dk/","","-","-","High","10","0,20 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","pris på ny græsplæne","-","xn--anlgsgartner-esbjerg-k0b.dk/","","-","-","High","10","0,20 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","opbygning af grønt tag","-","buus-ag.dk/","https://www.buus-ag.dk/vi-tilbyder/entreprise/groenne-tage/","46","46","Medium","10","0,84 €","3","Organic","-","-","-"
"2019-10-04","Google.dk-DA Universal","støbning af støttemur","-","xn--anlgsgartner-overblik-h3b.dk/","","-","-","High","20","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","støbning af støttemur","-","kjeldlarsen.dk/","","-","-","High","20","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","støbning af støttemur","-","billig-gartner.dk/","","-","-","High","20","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","støbning af støttemur","-","xn--anlgsgartner-esbjerg-k0b.dk/","","-","-","High","20","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","støbning af støttemur","-","buus-ag.dk/","","-","-","High","20","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","støbning af støttemur","-","vestermarkribe.dk/","","-","-","High","20","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","anlægsgartner horsens","-","danskhaveservice.dk/","https://danskhaveservice.dk/anlaegsgartner-horsens/","11","10","High","170","3,67 €","1","Organic","-","-","0.06049828"
"2019-10-04","Google.dk-DA Universal","snerydning horsens","-","danskhaveservice.dk/","","-","-","Low","20","5,43 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","snerydning horsens","-","billig-gartner.dk/","","-","-","Low","20","5,43 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","snerydning horsens","-","xn--anlgsgartner-esbjerg-k0b.dk/","","-","-","Low","20","5,43 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","snerydning horsens","-","buus-ag.dk/","","-","-","Low","20","5,43 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","snerydning horsens","-","vestermarkribe.dk/","","-","-","Low","20","5,43 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","anlægsgartner jylland","-","buus-ag.dk/","https://www.buus-ag.dk/","5","5","Low","20","0,00 €","1","Organic","-","-","0.024208112"
"2019-10-04","Google.dk-DA Universal","anlæg græsplæne pris","-","billig-gartner.dk/","","-","-","High","30","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","anlæg græsplæne pris","-","xn--anlgsgartner-esbjerg-k0b.dk/","","-","-","High","30","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","anlæg græsplæne pris","-","kjeldlarsen.dk/","","-","-","High","30","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","anlæg græsplæne pris","-","danskhaveservice.dk/","","-","-","High","30","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","anlæg græsplæne pris","-","xn--anlgsgartner-overblik-h3b.dk/","","-","-","High","30","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","snerydning horsens","-","xn--anlgsgartner-overblik-h3b.dk/","","-","-","Low","20","5,43 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","snerydning horsens","-","kjeldlarsen.dk/","","-","-","Low","20","5,43 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","træfældning haderslev","-","xn--anlgsgartner-overblik-h3b.dk/","","-","-","High","30","2,16 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","anlæg græsplæne pris","-","buus-ag.dk/","","-","-","High","30","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","anlæg græsplæne pris","-","vestermarkribe.dk/","","-","-","High","30","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","gartner esbjerg","-","xn--anlgsgartner-overblik-h3b.dk/","https://www.xn--anlgsgartner-overblik-h3b.dk/syddanmark/esbjerg","8","8","Medium","40","0,00 €","1","Organic","-","-","0.020500666"
"2019-10-04","Google.dk-DA Universal","anlægsgartner rødekro","-","xn--anlgsgartner-overblik-h3b.dk/","https://www.xn--anlgsgartner-overblik-h3b.dk/syddanmark/rødekro","6","6","Medium","20","0,00 €","1","Organic","-","-","0.017388444"
"2019-10-04","Google.dk-DA Universal","træfældning haderslev","-","vestermarkribe.dk/","","-","-","High","30","2,16 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","træfældning haderslev","-","buus-ag.dk/","","-","-","High","30","2,16 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","træfældning haderslev","-","xn--anlgsgartner-esbjerg-k0b.dk/","","-","-","High","30","2,16 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","træfældning haderslev","-","danskhaveservice.dk/","","-","-","High","30","2,16 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","træfældning haderslev","-","kjeldlarsen.dk/","","-","-","High","30","2,16 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","lyddæmpende hegn","-","buus-ag.dk/","https://www.buus-ag.dk/vi-tilbyder/haver-uderum/stoejhegn-og-afskaermning/","16","16","High","70","0,87 €","2","Organic","-","-","0.021026833"
"2019-10-04","Google.dk-DA Universal","havemand til hækklipning","-","billig-gartner.dk/","https://www.billig-gartner.dk/haekklipning-tilbud.php","7","7","High","110","0,87 €","1","Organic","-","-","0.082254946"
"2019-10-04","Google.dk-DA Universal","såning af græs","-","buus-ag.dk/","https://www.buus-ag.dk/vi-tilbyder/entreprise/graessaaning/","39","39","High","880","0,38 €","3","Organic","-","-","-"
"2019-10-04","Google.dk-DA Universal","rullegræs ribe","-","danskhaveservice.dk/","","-","-","Medium","90","0,77 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","rullegræs ribe","-","kjeldlarsen.dk/","","-","-","Medium","90","0,77 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","rullegræs ribe","-","xn--anlgsgartner-overblik-h3b.dk/","","-","-","Medium","90","0,77 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","anlægsgartner sydjylland","-","danskhaveservice.dk/","https://danskhaveservice.dk/","5","5","Medium","10","3,37 €","1","Organic","-","-","0.012104056"
"2019-10-04","Google.dk-DA Universal","rullegræs ribe","-","buus-ag.dk/","","-","-","Medium","90","0,77 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","rullegræs ribe","-","xn--anlgsgartner-esbjerg-k0b.dk/","","-","-","Medium","90","0,77 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","rullegræs ribe","-","billig-gartner.dk/","","-","-","Medium","90","0,77 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","læhegn beplantning","-","xn--anlgsgartner-overblik-h3b.dk/","","-","-","High","20","1,07 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","læhegn beplantning","-","kjeldlarsen.dk/","","-","-","High","20","1,07 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","læhegn beplantning","-","vestermarkribe.dk/","","-","-","High","20","1,07 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","læhegn beplantning","-","xn--anlgsgartner-esbjerg-k0b.dk/","","-","-","High","20","1,07 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","læhegn beplantning","-","buus-ag.dk/","","-","-","High","20","1,07 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","læhegn beplantning","-","danskhaveservice.dk/","","-","-","High","20","1,07 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","læhegn beplantning","-","billig-gartner.dk/","","-","-","High","20","1,07 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","billig anlægsgartner","-","danskhaveservice.dk/","https://danskhaveservice.dk/stubfraesning-vejen/","50","50","High","30","0,00 €","5","Organic","-","-","-"
"2019-10-04","Google.dk-DA Universal","anlæg have","-","xn--anlgsgartner-esbjerg-k0b.dk/","https://xn--anlgsgartner-esbjerg-k0b.dk/","17","17","Medium","70","1,24 €","1","Organic","-","-","0.019662611"
"2019-10-04","Google.dk-DA Universal","blomsterkasse hjul","-","danskhaveservice.dk/","","-","-","High","10","0,27 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","brolægning herning","-","billig-gartner.dk/","","-","-","Low","20","1,59 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","blomsterkasse hjul","-","billig-gartner.dk/","","-","-","High","10","0,27 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","brolægning herning","-","danskhaveservice.dk/","","-","-","Low","20","1,59 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","blomsterkasse hjul","-","xn--anlgsgartner-overblik-h3b.dk/","","-","-","High","10","0,27 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","brolægning herning","-","kjeldlarsen.dk/","","-","-","Low","20","1,59 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","blomsterkasse hjul","-","kjeldlarsen.dk/","","-","-","High","10","0,27 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","brolægning herning","-","xn--anlgsgartner-overblik-h3b.dk/","","-","-","Low","20","1,59 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","blomsterkasse hjul","-","vestermarkribe.dk/","","-","-","High","10","0,27 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","rengøring af granit","-","vestermarkribe.dk/","http://vestermarkribe.dk/wp-content/uploads/2014/09/Granit_og_natursten_vedl-igehold_og_rengøring.pdf","7","7","High","40","0,57 €","1","Organic","-","-","0.029910889"
"2019-10-04","Google.dk-DA Universal","brolægning herning","-","vestermarkribe.dk/","","-","-","Low","20","1,59 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","blomsterkasse hjul","-","xn--anlgsgartner-esbjerg-k0b.dk/","","-","-","High","10","0,27 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","brolægning herning","-","buus-ag.dk/","","-","-","Low","20","1,59 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","blomsterkasse hjul","-","buus-ag.dk/","","-","-","High","10","0,27 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","brolægning herning","-","xn--anlgsgartner-esbjerg-k0b.dk/","","-","-","Low","20","1,59 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","anlægsgartner esbjerg","-","xn--anlgsgartner-overblik-h3b.dk/","https://www.xn--anlgsgartner-overblik-h3b.dk/syddanmark/esbjerg","8","8","Medium","140","1,85 €","1","Organic","-","-","0.07175233"
"2019-10-04","Google.dk-DA Universal","anlægsgartner sydjylland","-","xn--anlgsgartner-esbjerg-k0b.dk/","https://xn--anlgsgartner-esbjerg-k0b.dk/","17","17","Medium","10","3,37 €","2","Organic","-","-","0.0028089443"
"2019-10-04","Google.dk-DA Universal","omlægning af græsplæne","-","danskhaveservice.dk/","https://danskhaveservice.dk/graesplaene/","33","33","Medium","170","0,80 €","3","Organic","-","-","-"
"2019-10-04","Google.dk-DA Universal","træfældning ikast","-","xn--anlgsgartner-esbjerg-k0b.dk/","","-","-","Low","30","1,22 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","træfældning ikast","-","buus-ag.dk/","","-","-","Low","30","1,22 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","træfældning ikast","-","danskhaveservice.dk/","","-","-","Low","30","1,22 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","træfældning ikast","-","vestermarkribe.dk/","","-","-","Low","30","1,22 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","gartner ribe","-","billig-gartner.dk/","https://www.billig-gartner.dk/anlægsgartner-ribe.php","5","5","Medium","10","0,00 €","1","Organic","-","-","0.012104056"
"2019-10-04","Google.dk-DA Universal","træfældning ikast","-","xn--anlgsgartner-overblik-h3b.dk/","","-","-","Low","30","1,22 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","træfældning ikast","-","kjeldlarsen.dk/","","-","-","Low","30","1,22 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","hækklipning middelfart","-","xn--anlgsgartner-esbjerg-k0b.dk/","","-","-","-","10","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","hækklipning middelfart","-","buus-ag.dk/","","-","-","-","10","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","hækklipning middelfart","-","vestermarkribe.dk/","","-","-","-","10","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","gartner christiansfeld","-","billig-gartner.dk/","https://www.billig-gartner.dk/anlægsgartner-syddanmark.php","32","32","Low","10","0,00 €","4","Organic","-","-","-"
"2019-10-04","Google.dk-DA Universal","hækklipning middelfart","-","xn--anlgsgartner-overblik-h3b.dk/","","-","-","-","10","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","hækklipning middelfart","-","kjeldlarsen.dk/","","-","-","-","10","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","hækklipning middelfart","-","billig-gartner.dk/","","-","-","-","10","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","overdækket højbed","-","billig-gartner.dk/","","-","-","High","30","0,19 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","overdækket højbed","-","xn--anlgsgartner-esbjerg-k0b.dk/","","-","-","High","30","0,19 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","overdækket højbed","-","buus-ag.dk/","","-","-","High","30","0,19 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","overdækket højbed","-","vestermarkribe.dk/","","-","-","High","30","0,19 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","overdækket højbed","-","xn--anlgsgartner-overblik-h3b.dk/","","-","-","High","30","0,19 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","overdækket højbed","-","kjeldlarsen.dk/","","-","-","High","30","0,19 €","-","-","-","-","-"
