"Date","Search Engine","Keyword","Keyword Group","Website","URL","Position","Best","Competition","Average monthly searches","CPC","Page","Type","Snippet","Local Searches","Estimated Daily Traffic"
"2022-07-12","Google.dk-DA Universal","anorak vinterjakke","-","da.seeland.com/","","-","-","High","320","0,42 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","anorak vinterjakke","-","hart-outdoor.com/","","-","-","High","320","0,42 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","jagtsko","-","korsholm.dk/","https://www.korsholm.dk/jagt-produkter/fodtoj/mand.html","2","2","High","90","0,51 €","1","Organic","-","-","0.357666"
"2022-07-12","Google.dk-DA Universal","anorak vinterjakke","-","da.harkila.com/","","-","-","High","320","0,42 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","foldestol","-","northernhunting.com/","","-","-","High","1000","0,36 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","foldestol","-","hunterspoint.dk/","","-","-","High","1000","0,36 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","jagt gummistøvler dame","-","b-wild.dk/","https://b-wild.dk/beklaedning-stovler/stovler-stromper/aigle-gummistovler","25","25","High","140","0,62 €","3","Organic","Image Thumbnails","-","-"
"2022-07-12","Google.dk-DA Universal","jagtknive","-","b-wild.dk/","https://b-wild.dk/grej/knive","7","7","High","1000","0,43 €","1","Organic","Image Thumbnails","-","0.5057611"
"2022-07-12","Google.dk-DA Universal","foldestol","-","scanjagt.com/","","-","-","High","1000","0,36 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","neopren gummistøvler jagt","-","friluft.dk/","","-","-","High","30","0,00 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","foldestol","-","revolutionrace.dk/","","-","-","High","1000","0,36 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","neopren gummistøvler jagt","-","revolutionrace.dk/","","-","-","High","30","0,00 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","foldestol","-","friluft.dk/","","-","-","High","1000","0,36 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","jagtbitter","-","northernhunting.com/","https://www.northernhunting.com/vare/copenhagen-schweiss-bitter/","1","1","High","90","0,23 €","1","Image","-","-","0.940488"
"2022-07-12","Google.dk-DA Universal","anorak vinterjakke","-","jagtogvildt.dk/","","-","-","High","320","0,42 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","foldestol","-","billig-arbejdstoj.dk/","","-","-","High","1000","0,36 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","anorak vinterjakke","-","jagtkompagniet.dk/","","-","-","High","320","0,42 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","foldestol","-","huntinglife.dk/","","-","-","High","1000","0,36 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","foldestol","-","korsholm.dk/","","-","-","High","1000","0,36 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","anorak vinterjakke","-","b-wild.dk/","","-","-","High","320","0,42 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","anorak vinterjakke","-","iversen-import.dk/","","-","-","High","320","0,42 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","anorak vinterjakke","-","landogfritid.dk/","","-","-","High","320","0,42 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","anorak vinterjakke","-","westgun.dk/","","-","-","High","320","0,42 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","jagthandsker med varme","-","jafi.dk/","https://www.jafi.dk/shop/jagthandsker-1408s1.html","14","14","High","50","0,52 €","2","Organic","Image Thumbnails","-","0.016750555"
"2022-07-12","Google.dk-DA Universal","jagtkasket","-","iversen-import.dk/","https://www.iversen-import.dk/jagttoj/hatte-og-handsker/caps.html","13","13","High","170","0,87 €","2","Organic","-","-","0.046490278"
"2022-07-12","Google.dk-DA Universal","friluftsjakke","-","da.seeland.com/","","-","-","High","50","0,63 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","friluftsjakke","-","jagtkompagniet.dk/","","-","-","High","50","0,63 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","friluftsjakke","-","deerhunter.eu/da/","","-","-","High","50","0,63 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","friluftsjakke","-","hart-outdoor.com/","","-","-","High","50","0,63 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","friluftsjakke","-","da.harkila.com/","","-","-","High","50","0,63 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","friluftsjakke","-","sitkagear.com/","","-","-","High","50","0,63 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","anorak vinterjakke","-","thyoutdoor.dk/","","-","-","High","320","0,42 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","anorak vinterjakke","-","sie-hunting.com/","","-","-","High","320","0,42 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","anorak vinterjakke","-","biltema.dk/","","-","-","High","320","0,42 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","anorak vinterjakke","-","vildmarks.dk/","","-","-","High","320","0,42 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","anorak vinterjakke","-","godsejeren.dk/","","-","-","High","320","0,42 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","anorak vinterjakke","-","jafi.dk/","","-","-","High","320","0,42 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","jagtpatroner","-","northernhunting.com/","","-","-","High","260","0,27 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","høreværn skydning","-","jagtogvildt.dk/","https://jagtogvildt.dk/45-horevaern","6","6","High","70","0,59 €","1","Organic","-","-","0.061206445"
"2022-07-12","Google.dk-DA Universal","dame jagtjakke","-","korsholm.dk/","https://www.korsholm.dk/jagt-produkter/beklaedning/dame/jagtjakke-kvinder.html","2","2","-","10","0,00 €","1","Organic","Image Thumbnails","-","0.04331111"
"2022-07-12","Google.dk-DA Universal","jagtpatroner","-","scanjagt.com/","","-","-","High","260","0,27 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","jagttaske med net","-","scanjagt.com/","","-","-","-","0","0,00 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","jagtpatroner","-","friluft.dk/","","-","-","High","260","0,27 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","jagtpatroner","-","revolutionrace.dk/","","-","-","High","260","0,27 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","jagttaske med net","-","revolutionrace.dk/","","-","-","-","0","0,00 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","jagtpatroner","-","billig-arbejdstoj.dk/","","-","-","High","260","0,27 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","jagttaske med net","-","billig-arbejdstoj.dk/","","-","-","-","0","0,00 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","jagttaske med net","-","grejfreak.dk/","","-","-","-","0","0,00 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","jagtpatroner","-","hunterspoint.dk/","","-","-","High","260","0,27 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","jagttaske med net","-","northernhunting.com/","","-","-","-","0","0,00 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","due jagt","-","westgun.dk/","https://www.westgun.dk/udstyr-til-dueogkragejagt.html","36","36","Low","170","2,72 €","4","Organic","-","-","-"
"2022-07-12","Google.dk-DA Universal","jagttaske med net","-","hunterspoint.dk/","","-","-","-","0","0,00 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","geværrem","-","vildmarks.dk/","https://vildmarks.dk/produkter/35-gevaerremme/1147-gevaerrem---grey-oak---pixel/","50","50","High","260","0,35 €","5","Organic","Image Thumbnails","-","-"
"2022-07-12","Google.dk-DA Universal","jagtbutik københavn","-","scanjagt.com/","","-","-","Low","390","1,07 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","jagttøj","-","biltema.dk/","https://www.biltema.dk/fritid/jagt/jagttoj/","16","16","High","1600","0,86 €","2","Organic","-","-","0.4184889"
"2022-07-12","Google.dk-DA Universal","jagtbutik københavn","-","northernhunting.com/","","-","-","Low","390","1,07 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","merino uld strømper","-","b-wild.dk/","","-","-","High","210","0,85 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","merino uld strømper","-","westgun.dk/","","-","-","High","210","0,85 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","merino uld strømper","-","landogfritid.dk/","","-","-","High","210","0,85 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","merino uld strømper","-","vildmarks.dk/","","-","-","High","210","0,85 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","jagtbutik københavn","-","billig-arbejdstoj.dk/","","-","-","Low","390","1,07 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","jagtbutik københavn","-","grejfreak.dk/","","-","-","Low","390","1,07 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","jagtbutik københavn","-","revolutionrace.dk/","","-","-","Low","390","1,07 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","jagtbutik københavn","-","friluft.dk/","","-","-","Low","390","1,07 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","merino uld strømper","-","iversen-import.dk/","","-","-","High","210","0,85 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","merino uld strømper","-","thyoutdoor.dk/","","-","-","High","210","0,85 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","merino uld strømper","-","biltema.dk/","","-","-","High","210","0,85 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","merino uld strømper","-","jafi.dk/","","-","-","High","210","0,85 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","merino uld strømper","-","godsejeren.dk/","","-","-","High","210","0,85 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","merino uld strømper","-","sie-hunting.com/","","-","-","High","210","0,85 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","bukkejagt","-","deerhunter.eu/da/","https://www.deerhunter.eu/da/blog/jagtformer/bukkejagt","14","14","Low","1000","0,00 €","2","Organic","-","-","0.27465555"
"2022-07-12","Google.dk-DA Universal","friluftsjakke","-","thyoutdoor.dk/","","-","-","High","50","0,63 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","3 benet jagtstol","-","huntinglife.dk/","https://huntinglife.dk/webshop/85-jagtstole-og-siddeunderlag/28263-nordhunt-3-ben-jagtstol-70cm-trae/","3","3","High","30","0,97 €","1","Organic","Image Thumbnails","-","0.089478"
"2022-07-12","Google.dk-DA Universal","friluftsjakke","-","godsejeren.dk/","","-","-","High","50","0,63 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","hvad kaldes jagt på større vildt","-","deerhunter.eu/da/","https://www.deerhunter.eu/da/blog/jagtformer/jagtguide-til-puerschjagt","14","14","-","0","0,00 €","2","Organic","-","-","-"
"2022-07-12","Google.dk-DA Universal","friluftsjakke","-","biltema.dk/","","-","-","High","50","0,63 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","friluftsjakke","-","jafi.dk/","","-","-","High","50","0,63 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","friluftsjakke","-","landogfritid.dk/","","-","-","High","50","0,63 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","friluftsjakke","-","vildmarks.dk/","","-","-","High","50","0,63 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","merino uld strømper","-","deerhunter.eu/da/","","-","-","High","210","0,85 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","friluftsjakke","-","b-wild.dk/","","-","-","High","50","0,63 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","merino uld strømper","-","hart-outdoor.com/","","-","-","High","210","0,85 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","friluftsjakke","-","westgun.dk/","","-","-","High","50","0,63 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","merino uld strømper","-","da.seeland.com/","","-","-","High","210","0,85 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","merino uld strømper","-","jagtkompagniet.dk/","","-","-","High","210","0,85 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","friluftsjakke","-","iversen-import.dk/","","-","-","High","50","0,63 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","merino uld strømper","-","da.harkila.com/","","-","-","High","210","0,85 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","merino uld strømper","-","sitkagear.com/","","-","-","High","210","0,85 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","fjällräven jagttøj","-","b-wild.dk/","https://b-wild.dk/beklaedning-stovler","12","12","High","70","0,33 €","1","Organic","-","-","0.02502189"
"2022-07-12","Google.dk-DA Universal","merino uld strømper","-","jagtogvildt.dk/","","-","-","High","210","0,85 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","jagtbukser billig","-","huntinglife.dk/","https://huntinglife.dk/webshop/100-bukser/","8","8","-","10","0,00 €","1","Organic","-","-","0.0052520554"
"2022-07-12","Google.dk-DA Universal","windbreaker jakke","-","b-wild.dk/","","-","-","High","90","0,45 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","hue med fleece","-","korsholm.dk/","","-","-","High","10","0,28 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","windbreaker jakke","-","iversen-import.dk/","","-","-","High","90","0,45 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","windbreaker jakke","-","landogfritid.dk/","","-","-","High","90","0,45 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","hue med fleece","-","grejfreak.dk/","","-","-","High","10","0,28 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","windbreaker jakke","-","westgun.dk/","","-","-","High","90","0,45 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","hue med fleece","-","revolutionrace.dk/","","-","-","High","10","0,28 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","hue med fleece","-","northernhunting.com/","","-","-","High","10","0,28 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","gummistøvler herre jagt","-","revolutionrace.dk/","","-","-","High","40","0,39 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","hue med fleece","-","hunterspoint.dk/","","-","-","High","10","0,28 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","hue med fleece","-","huntinglife.dk/","","-","-","High","10","0,28 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","windbreaker jakke","-","thyoutdoor.dk/","","-","-","High","90","0,45 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","windbreaker jakke","-","sie-hunting.com/","","-","-","High","90","0,45 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","windbreaker jakke","-","biltema.dk/","","-","-","High","90","0,45 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","hue med fleece","-","friluft.dk/","","-","-","High","10","0,28 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","windbreaker jakke","-","vildmarks.dk/","","-","-","High","90","0,45 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","hue med fleece","-","scanjagt.com/","","-","-","High","10","0,28 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","windbreaker jakke","-","godsejeren.dk/","","-","-","High","90","0,45 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","windbreaker jakke","-","jafi.dk/","","-","-","High","90","0,45 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","neopren gummistøvler jagt","-","grejfreak.dk/","https://www.grejfreak.dk/shop/285-gummistoevler/","16","16","High","30","0,00 €","2","Organic","Image Thumbnails","-","0.008421167"
"2022-07-12","Google.dk-DA Universal","gummistøvler herre jagt","-","scanjagt.com/","","-","-","High","40","0,39 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","bedste jagtstol","-","billig-arbejdstoj.dk/","https://billig-arbejdstoj.dk/jagtstol-3-benet-brun/p-B1bgKvBhgEWtQ2ucn4a9Xg","33","33","High","30","0,32 €","4","Organic","Image Thumbnails","-","-"
"2022-07-12","Google.dk-DA Universal","windbreaker jakke","-","deerhunter.eu/da/","","-","-","High","90","0,45 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","windbreaker jakke","-","sitkagear.com/","","-","-","High","90","0,45 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","duejagt irland","-","deerhunter.eu/da/","https://www.deerhunter.eu/da/blog/jagtformer/duejagt","14","14","Low","50","0,10 €","2","Organic","-","-","0.01812111"
"2022-07-12","Google.dk-DA Universal","windbreaker jakke","-","da.seeland.com/","","-","-","High","90","0,45 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","vinter anorak dame","-","sie-hunting.com/","https://sie-hunting.com/produkter/983-jakker-damer/","45","45","High","140","0,47 €","5","Organic","-","-","-"
"2022-07-12","Google.dk-DA Universal","windbreaker jakke","-","hart-outdoor.com/","","-","-","High","90","0,45 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","windbreaker jakke","-","da.harkila.com/","","-","-","High","90","0,45 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","windbreaker jakke","-","jagtogvildt.dk/","","-","-","High","90","0,45 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","skydestok 4 benet","-","hunterspoint.dk/","https://hunterspoint.dk/collections/skydestokke","39","39","High","70","0,29 €","4","Organic","-","-","-"
"2022-07-12","Google.dk-DA Universal","windbreaker jakke","-","jagtkompagniet.dk/","","-","-","High","90","0,45 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","skydestok 4-benet","-","jafi.dk/","https://www.jafi.dk/shop/nordhunt-4-benet-skydestok-75147p.html","14","14","High","70","0,29 €","2","Organic","-","-","0.025369555"
"2022-07-12","Google.dk-DA Universal","jagt gummistøvler","-","sie-hunting.com/","https://sie-hunting.com/produkter/1019-gummistoevler-boern/","13","13","High","390","0,87 €","2","Image","-","-","0.14521433"
"2022-07-12","Google.dk-DA Universal","siddepude jagt","-","billig-arbejdstoj.dk/","https://billig-arbejdstoj.dk/deerhunter-foldbar-siddepude-til-jagt-og-outdoor-groen/p-kYn9clCBjU-uDs4qs-MBkg","4","4","High","20","0,59 €","1","Organic","Image Thumbnails","-","0.034582224"
"2022-07-12","Google.dk-DA Universal","jagtfodtøj","-","korsholm.dk/","https://www.korsholm.dk/jagt-produkter/fodtoj/mand.html","1","1","Medium","10","0,73 €","1","Organic","Image Thumbnails","-","0.10449867"
"2022-07-12","Google.dk-DA Universal","riffelrem drivjagt","-","huntinglife.dk/","https://huntinglife.dk/webshop/82-patronbaelter-remme-tasker-og-laedervarer/10202-fritzmann-riffelrem-xl-til-drivjagt-/","4","4","-","0","0,00 €","1","Organic","-","-","-"
"2022-07-12","Google.dk-DA Universal","bedste jagtjakke","-","jagtkompagniet.dk/","https://jagtkompagniet.dk/","38","38","High","30","1,14 €","4","Organic","-","-","-"
"2022-07-12","Google.dk-DA Universal","jagtbukser vandtætte","-","jagtogvildt.dk/","https://jagtogvildt.dk/produkter/1758-6741-northern-hunting-hakan-bark-jagtbukser.html","12","12","-","10","0,00 €","2","Organic","Image Thumbnails","-","0.0035745557"
"2022-07-12","Google.dk-DA Universal","jagt luffer","-","jagtogvildt.dk/","https://jagtogvildt.dk/113-jagthandsker","1","1","-","20","0,00 €","1","Image","-","-","0.20601366"
"2022-07-12","Google.dk-DA Universal","hunter strømper","-","huntinglife.dk/","https://huntinglife.dk/webshop/166-sokker/","46","46","High","30","0,47 €","5","Organic","-","-","-"
"2022-07-12","Google.dk-DA Universal","vinterbukser herre","-","grejfreak.dk/","https://www.grejfreak.dk/shop/60-outdoor-bukser-herre/","6","6","High","210","0,60 €","1","Organic","-","-","0.18361934"
"2022-07-12","Google.dk-DA Universal","outdoor bukser kvinder","-","sie-hunting.com/","https://sie-hunting.com/produkter/975-fritidsbukser-damer/","48","48","High","50","0,87 €","5","Organic","Image Thumbnails","-","-"
"2022-07-12","Google.dk-DA Universal","skydebriller flugtskydning","-","huntinglife.dk/","https://huntinglife.dk/webshop/84-hoerevaern-og-skydebriller/","8","8","High","110","0,58 €","1","Organic","-","-","0.05777261"
"2022-07-12","Google.dk-DA Universal","jagtjakke herre tilbud","-","billig-arbejdstoj.dk/","https://billig-arbejdstoj.dk/sportstoej-fritidstoej/jagt/jagtjakker","3","3","High","30","0,80 €","1","Organic","Image Thumbnails","-","0.089478"
"2022-07-12","Google.dk-DA Universal","jagtudstyr tilbud","-","huntinglife.dk/","https://huntinglife.dk/webshop/130-udsalg--jagtudstyr/","8","8","High","50","0,36 €","1","Organic","-","-","0.026260277"
"2022-07-12","Google.dk-DA Universal","slagtesæt jagt","-","hunterspoint.dk/","https://hunterspoint.dk/collections/slagtesaet","1","1","High","50","0,55 €","1","Organic","Image Thumbnails","-","0.51503414"
"2022-07-12","Google.dk-DA Universal","anorak til jagt","-","friluft.dk/","https://friluft.dk/jagt/toej/troejer","15","15","-","10","0,00 €","2","Organic","Image Thumbnails","-","0.0030723333"
"2022-07-12","Google.dk-DA Universal","sløringsnet overskudslager","-","grejfreak.dk/","https://www.grejfreak.dk/shop/331-skjul-sloering/11026-camo-systems-premium-light-sloeringsnet-2-4-x-6-0-m/","10","10","High","20","0,47 €","1","Organic","-","-","0.007388"
"2022-07-12","Google.dk-DA Universal","outdoor butik","-","korsholm.dk/","","-","-","Medium","4400","0,37 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","outdoor butik","-","huntinglife.dk/","","-","-","Medium","4400","0,37 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","foldestol","-","biltema.dk/","https://www.biltema.dk/baad/baadkomfort/baadstole/foldestol-2000040727","16","16","High","1000","0,36 €","2","Organic","Image Thumbnails","-","0.26155555"
"2022-07-12","Google.dk-DA Universal","outdoor butik","-","billig-arbejdstoj.dk/","","-","-","Medium","4400","0,37 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","trebenet skydestok","-","biltema.dk/","https://www.biltema.dk/fritid/jagt/","48","48","High","20","0,28 €","5","Organic","-","-","-"
"2022-07-12","Google.dk-DA Universal","outdoor butik","-","hunterspoint.dk/","","-","-","Medium","4400","0,37 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","outdoor butik","-","northernhunting.com/","","-","-","Medium","4400","0,37 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","jagttrøje","-","da.harkila.com/","https://da.harkila.com/da-dk/shop/jagttoej-til-maend/jagttroeje-1","22","22","High","140","0,51 €","3","Organic","-","-","-"
"2022-07-12","Google.dk-DA Universal","outdoor butik","-","revolutionrace.dk/","","-","-","Medium","4400","0,37 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","outdoor butik","-","scanjagt.com/","","-","-","Medium","4400","0,37 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","jagtrygsæk","-","thyoutdoor.dk/","https://thyoutdoor.dk/jagt/tasker","44","44","High","110","0,71 €","5","Organic","-","-","-"
"2022-07-12","Google.dk-DA Universal","rygsækstol","-","jagtogvildt.dk/","https://jagtogvildt.dk/produkter/1675-mil-tec-rygs%C3%A6kstol-armygr%C3%B8n-404687241022.html","39","39","High","210","0,38 €","4","Organic","Image Thumbnails","-","-"
"2022-07-12","Google.dk-DA Universal","vandtæt jakke dame","-","billig-arbejdstoj.dk/","","-","-","High","260","0,54 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","vandtæt jakke dame","-","hunterspoint.dk/","","-","-","High","260","0,54 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","vandtæt jakke dame","-","huntinglife.dk/","","-","-","High","260","0,54 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","vandtæt jakke dame","-","northernhunting.com/","","-","-","High","260","0,54 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","vandtæt jakke dame","-","friluft.dk/","","-","-","High","260","0,54 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","vandtæt jakke dame","-","scanjagt.com/","","-","-","High","260","0,54 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","vandtæt jakke dame","-","revolutionrace.dk/","","-","-","High","260","0,54 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","outdoor butik århus","-","landogfritid.dk/","https://www.landogfritid.dk/find-butik","31","31","Low","210","0,18 €","3","Organic","-","-","-"
"2022-07-12","Google.dk-DA Universal","jagt handsker vandtæt","-","grejfreak.dk/","https://www.grejfreak.dk/shop/507-jagthandsker/","1","1","-","10","0,00 €","1","Organic","Image Thumbnails","-","0.10588606"
"2022-07-12","Google.dk-DA Universal","tynde jagthandsker","-","sie-hunting.com/","https://sie-hunting.com/produkter/632-handsker/","21","21","High","10","0,44 €","3","Organic","Image Thumbnails","-","-"
"2022-07-12","Google.dk-DA Universal","skydestok","-","grejfreak.dk/","https://www.grejfreak.dk/shop/186-skydestokke/38383-seeland-skydestok-4-benet/","8","2","High","880","0,42 €","1","Image","-","-","3.4971786"
"2022-07-12","Google.dk-DA Universal","jagtvanter","-","westgun.dk/","https://www.westgun.dk/primos-jagthandsker.html","38","38","-","10","0,00 €","4","Organic","Image Thumbnails","-","-"
"2022-07-12","Google.dk-DA Universal","jagt butikker","-","northernhunting.com/","","-","-","Low","1000","0,58 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","jagttøj kvinder","-","friluft.dk/","https://friluft.dk/jagt/toej","7","7","High","260","0,88 €","1","Organic","-","-","0.172757"
"2022-07-12","Google.dk-DA Universal","jagt gummistøvler herre","-","korsholm.dk/","https://www.korsholm.dk/jagt-produkter/fodtoj/mand/gummistovler.html","1","1","High","210","0,99 €","1","Organic","Image Thumbnails","-","2.223607"
"2022-07-12","Google.dk-DA Universal","jagt butikker","-","friluft.dk/","","-","-","Low","1000","0,58 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","jagt butikker","-","revolutionrace.dk/","","-","-","Low","1000","0,58 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","jagt butikker","-","grejfreak.dk/","","-","-","Low","1000","0,58 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","afstandsmåler jagt","-","sie-hunting.com/","https://sie-hunting.com/produkter/6-afstandsmaaler/","4","4","High","480","0,67 €","1","Organic","Image Thumbnails","-","0.82997334"
"2022-07-12","Google.dk-DA Universal","jagt butikker","-","billig-arbejdstoj.dk/","","-","-","Low","1000","0,58 €","-","-","-","-","-"
"2022-07-12","Google.dk-DA Universal","northern hunting jakke","-","friluft.dk/","https://friluft.dk/maerker/northern-hunting","3","3","-","0","0,00 €","1","Organic","Image Thumbnails","-","-"
"2022-07-12","Google.dk-DA Universal","jagtbukser tilbud","-","sie-hunting.com/","https://sie-hunting.com/produkter/641-jagtbukser/","6","6","High","50","1,86 €","1","Organic","-","-","0.04371889"
"2022-07-12","Google.dk-DA Universal","jagtundertøj","-","huntinglife.dk/","https://huntinglife.dk/webshop/165-undertoej/","5","5","High","70","1,13 €","1","Organic","Image Thumbnails","-","0.06988256"
